                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    161,                0.96394,                0.42274,                0.96967,                0.99897,                0.99982,                 0.9949,                0.83411,                0.75698,                0.29734,                0.88214,              0.0021295,              0.0021295,              0.0021295
                    162,                0.96103,                0.42172,                0.96625,                0.99897,                0.99982,                 0.9949,                0.83377,                0.75747,                0.29747,                0.88218,                0.00208,                0.00208,                0.00208
                    163,                0.96011,                0.41853,                0.96562,                0.99897,                0.99982,                 0.9949,                0.83366,                0.75804,                0.29738,                 0.8822,              0.0020305,              0.0020305,              0.0020305
                    164,                0.95915,                0.41821,                0.96566,                0.99897,                0.99982,                 0.9949,                0.83358,                0.75821,                0.29762,                0.88221,               0.001981,               0.001981,               0.001981
                    165,                0.95593,                 0.4179,                0.96539,                0.99899,                0.99982,                 0.9949,                0.83344,                0.75834,                0.29779,                0.88224,              0.0019315,              0.0019315,              0.0019315
                    166,                0.95515,                0.41755,                0.96524,                0.99898,                0.99982,                 0.9949,                0.83303,                0.75914,                0.29799,                0.88239,               0.001882,               0.001882,               0.001882
                    167,                0.95479,                0.41604,                0.96479,                0.99898,                0.99982,                 0.9949,                 0.8331,                0.75934,                0.29794,                0.88234,              0.0018325,              0.0018325,              0.0018325
                    168,                0.95397,                0.41483,                0.96589,                0.99898,                0.99982,                 0.9949,                0.83274,                0.75968,                0.29801,                0.88237,               0.001783,               0.001783,               0.001783
                    169,                0.95057,                0.41315,                0.96379,                0.99898,                0.99982,                 0.9949,                0.83297,                0.75966,                0.29784,                0.88236,              0.0017335,              0.0017335,              0.0017335
                    170,                0.94996,                0.41189,                0.96412,                0.99899,                0.99982,                 0.9949,                0.83253,                0.76011,                0.29778,                0.88249,               0.001684,               0.001684,               0.001684
                    171,                0.95008,                0.41308,                0.96413,                0.99899,                0.99982,                 0.9949,                0.83197,                0.76126,                0.29782,                 0.8827,              0.0016345,              0.0016345,              0.0016345
                    172,                0.94808,                0.41265,                  0.963,                0.99898,                0.99982,                 0.9949,                0.83193,                0.76157,                0.29785,                0.88275,               0.001585,               0.001585,               0.001585
                    173,                 0.9457,                0.41034,                0.96279,                0.99898,                0.99981,                 0.9949,                0.83145,                0.76214,                0.29793,                0.88289,              0.0015355,              0.0015355,              0.0015355
                    174,                0.94125,                 0.4073,                0.96024,                0.99899,                0.99981,                 0.9949,                0.83134,                0.76311,                0.29822,                0.88313,               0.001486,               0.001486,               0.001486
                    175,                0.94407,                0.40811,                0.96335,                  0.999,                 0.9998,                0.99491,                0.83141,                0.76343,                0.29819,                 0.8832,              0.0014365,              0.0014365,              0.0014365
                    176,                0.94105,                 0.4083,                0.96011,                  0.999,                0.99981,                0.99491,                0.83153,                0.76302,                0.29824,                0.88311,               0.001387,               0.001387,               0.001387
                    177,                 0.9393,                0.40773,                   0.96,                0.99901,                0.99981,                0.99491,                0.83135,                0.76403,                0.29851,                0.88328,              0.0013375,              0.0013375,              0.0013375
                    178,                0.93894,                0.40445,                0.95943,                0.99901,                0.99981,                0.99491,                 0.8309,                0.76476,                 0.2986,                0.88348,               0.001288,               0.001288,               0.001288
                    179,                0.93809,                0.40598,                0.96084,                0.99903,                0.99981,                0.99492,                0.83099,                0.76447,                0.29836,                0.88347,              0.0012385,              0.0012385,              0.0012385
                    180,                0.93788,                0.40544,                0.95807,                0.99902,                0.99981,                0.99492,                0.83113,                0.76445,                0.29866,                0.88347,               0.001189,               0.001189,               0.001189
                    181,                0.93451,                0.40348,                0.96046,                0.99902,                0.99981,                0.99492,                0.83082,                0.76515,                0.29879,                0.88358,              0.0011395,              0.0011395,              0.0011395
                    182,                 0.9362,                0.40237,                0.95927,                0.99903,                 0.9998,                0.99492,                 0.8309,                0.76532,                0.29873,                0.88363,                0.00109,                0.00109,                0.00109
                    183,                0.93129,                0.40021,                0.95734,                0.99904,                0.99978,                0.99492,                0.83067,                0.76507,                0.29884,                0.88357,              0.0010405,              0.0010405,              0.0010405
                    184,                0.93101,                 0.4013,                0.95705,                0.99904,                0.99976,                0.99492,                0.83042,                0.76524,                0.29884,                0.88362,               0.000991,               0.000991,               0.000991
                    185,                0.92924,                0.39965,                0.95706,                0.99902,                0.99977,                0.99492,                0.83043,                0.76534,                0.29891,                0.88367,              0.0009415,              0.0009415,              0.0009415
                    186,                0.92823,                0.39866,                0.95741,                0.99904,                0.99974,                0.99492,                0.83043,                0.76565,                0.29883,                0.88377,               0.000892,               0.000892,               0.000892
                    187,                0.92532,                0.39783,                 0.9554,                0.99905,                0.99973,                0.99492,                0.83022,                 0.7663,                0.29884,                0.88391,              0.0008425,              0.0008425,              0.0008425
                    188,                0.92315,                0.39619,                0.95714,                0.99905,                0.99972,                0.99492,                0.83026,                0.76609,                0.29874,                0.88388,               0.000793,               0.000793,               0.000793
                    189,                0.92338,                0.39481,                0.95353,                0.99905,                0.99972,                0.99492,                 0.8298,                0.76662,                0.29867,                0.88403,              0.0007435,              0.0007435,              0.0007435
                    190,                0.92363,                0.39499,                0.95588,                0.99906,                0.99971,                0.99493,                0.82975,                0.76726,                0.29859,                0.88426,               0.000694,               0.000694,               0.000694
                    191,                 0.9581,                0.33979,                 1.0243,                0.99906,                0.99971,                0.99493,                 0.8296,                0.76782,                0.29844,                0.88439,              0.0006445,              0.0006445,              0.0006445
                    192,                0.95195,                0.33627,                 1.0205,                0.99906,                0.99971,                0.99493,                0.82917,                0.76895,                0.29843,                0.88467,               0.000595,               0.000595,               0.000595
                    193,                0.94691,                0.33535,                 1.0201,                0.99907,                0.99971,                0.99494,                0.82893,                0.77028,                0.29863,                0.88493,              0.0005455,              0.0005455,              0.0005455
                    194,                0.94435,                 0.3343,                  1.019,                0.99907,                0.99971,                0.99495,                0.82868,                0.77057,                0.29846,                0.88501,               0.000496,               0.000496,               0.000496
                    195,                0.94116,                0.33291,                 1.0163,                0.99907,                0.99971,                0.99495,                0.82887,                0.77054,                0.29836,                0.88497,              0.0004465,              0.0004465,              0.0004465
                    196,                0.93953,                0.33213,                 1.0168,                0.99907,                0.99971,                0.99495,                0.82864,                0.77114,                0.29836,                0.88507,               0.000397,               0.000397,               0.000397
                    197,                0.93528,                0.33162,                 1.0154,                0.99906,                0.99971,                0.99496,                0.82819,                0.77229,                 0.2986,                0.88534,              0.0003475,              0.0003475,              0.0003475
                    198,                0.93457,                0.33058,                 1.0164,                0.99907,                0.99971,                0.99496,                0.82784,                0.77306,                0.29866,                0.88556,               0.000298,               0.000298,               0.000298
                    199,                  0.931,                0.32965,                 1.0137,                0.99907,                0.99971,                0.99497,                0.82818,                0.77402,                0.29849,                0.88578,              0.0002485,              0.0002485,              0.0002485
